序号,日语单词,注音,Anki格式,中文翻译,英文翻译,词性,例句,例句翻译,关联,补充,Audio,Audio_Sentence,Chapter,Section,,,
1272,そわそわ〈する〉,そわそわ,そわそわ〈する〉,不镇静，坐立不安,"fidgety, restless",名・动,兄は朝から、そわそわしている。,哥哥从早上开始就一直坐立不安。,,,[sound:JLPT_TangoN3_Word_1272.mp3],[sound:JLPT_TangoN3_Sentence_1272.mp3],11,5,気持ちを伝えよう,複雑な気持ち,万词对策N3::Chapter 11 気持ちを伝えよう::Section 5 複雑な気持ち
1273,我慢〈する〉,がまん,我[が]慢[まん]（する）,忍耐,endurance,名・动,おなかが空いて、もう我慢できない。,我肚子饿了，再也忍不了了。,,,[sound:JLPT_TangoN3_Word_1273.mp3],[sound:JLPT_TangoN3_Sentence_1273.mp3],11,5,気持ちを伝えよう,複雑な気持ち,万词对策N3::Chapter 11 気持ちを伝えよう::Section 5 複雑な気持ち
1274,自慢〈する〉,じまん,自[じ]慢[まん]（する）,自夸，骄傲,boastful,名・动,彼は家族のことを、よく自慢している。,他常常炫耀自己的家人。,,,[sound:JLPT_TangoN3_Word_1274.mp3],[sound:JLPT_TangoN3_Sentence_1274.mp3],11,5,気持ちを伝えよう,複雑な気持ち,万词对策N3::Chapter 11 気持ちを伝えよう::Section 5 複雑な気持ち
1275,関心,かんしん,関[かん]心[しん],关心，感兴趣,"concern, interest",名,私は政治に、全然関心がない。,我完全不关心政治。,＋無関心〈な〉disinterest / 不关心,"没有""関心する""这种说法。",[sound:JLPT_TangoN3_Word_1275.mp3],[sound:JLPT_TangoN3_Sentence_1275.mp3],11,5,気持ちを伝えよう,複雑な気持ち,万词对策N3::Chapter 11 気持ちを伝えよう::Section 5 複雑な気持ち
1276,機嫌,きげん,機[き]嫌[げん],心情；高兴,"mood, spirit",名,今日、部長は機嫌がいい。,部长今天心情很好。,"＋不機嫌〈な〉 displeasure, bad mood / 不高兴
＋上機嫌〈な〉 good mood / 很高兴",,[sound:JLPT_TangoN3_Word_1276.mp3],[sound:JLPT_TangoN3_Sentence_1276.mp3],11,5,気持ちを伝えよう,複雑な気持ち,万词对策N3::Chapter 11 気持ちを伝えよう::Section 5 複雑な気持ち
1277,平気〈な〉,へいき,平[へい]気[き]（な）,冷静；不在乎，不要紧,"coolness, calmness",名・ナ形,彼は平気そうな顔をしているが、本当の気持ちはわからない。（ナ形）,他满脸不在乎的样子，不知道他的真实想法是什么。,,,[sound:JLPT_TangoN3_Word_1277.mp3],[sound:JLPT_TangoN3_Sentence_1277.mp3],11,5,気持ちを伝えよう,複雑な気持ち,万词对策N3::Chapter 11 気持ちを伝えよう::Section 5 複雑な気持ち
1278,本気〈な〉,ほんき,本[ほん]気[き]（な）,真的；认真,seriousness,名・ナ形,その人が本気かどうか、目を見ればわかる。（ナ形）,看他的眼睛就知道他是不是认真的。,,,[sound:JLPT_TangoN3_Word_1278.mp3],[sound:JLPT_TangoN3_Sentence_1278.mp3],11,5,気持ちを伝えよう,複雑な気持ち,万词对策N3::Chapter 11 気持ちを伝えよう::Section 5 複雑な気持ち
1279,迷う,まよう,迷[まよ]う,迷失；犹豫,to get lost,动,映画館に行きたいが、道に迷ってしまった。,我想去电影院，但是迷路了。,,,[sound:JLPT_TangoN3_Word_1279.mp3],[sound:JLPT_TangoN3_Sentence_1279.mp3],11,5,気持ちを伝えよう,複雑な気持ち,万词对策N3::Chapter 11 気持ちを伝えよう::Section 5 複雑な気持ち
1280,迷い,まよい,迷[まよ]い,迷惑，犹豫,"being lost, hesitation",名,留学したいと思っているが、気持ちに迷いがある。,我想去留学，但是有一些犹豫。,,,[sound:JLPT_TangoN3_Word_1280.mp3],[sound:JLPT_TangoN3_Sentence_1280.mp3],11,5,気持ちを伝えよう,複雑な気持ち,万词对策N3::Chapter 11 気持ちを伝えよう::Section 5 複雑な気持ち
1281,微妙〈な〉,びみょう,微[び]妙[みょう]な,微妙,"subtle, complicated",ナ形,うれしいのか、さびしいのか微妙な気持ちだ。,我的心情很微妙，不知道是高兴还是落寞。,,,[sound:JLPT_TangoN3_Word_1281.mp3],[sound:JLPT_TangoN3_Sentence_1281.mp3],11,5,気持ちを伝えよう,複雑な気持ち,万词对策N3::Chapter 11 気持ちを伝えよう::Section 5 複雑な気持ち
1282,魅力,みりょく,魅[み]力[りょく],魅力,charm,名,彼女のきれいな目に、魅力を感じた。,她那双美丽的眼睛很有魅力。,＋魅力的な charming / 有魅力,,[sound:JLPT_TangoN3_Word_1282.mp3],[sound:JLPT_TangoN3_Sentence_1282.mp3],11,5,気持ちを伝えよう,複雑な気持ち,万词对策N3::Chapter 11 気持ちを伝えよう::Section 5 複雑な気持ち
1283,本音,ほんね,本[ほん]音[ね],真话,true feeling,名,日本人は、なかなか本音を言わない。,日本人不怎么说真话。,⇔建て前,,[sound:JLPT_TangoN3_Word_1283.mp3],[sound:JLPT_TangoN3_Sentence_1283.mp3],11,5,気持ちを伝えよう,複雑な気持ち,万词对策N3::Chapter 11 気持ちを伝えよう::Section 5 複雑な気持ち
1284,まし〈な〉,まし,寧[まし],不如……，胜过,better,ナ形,あんな人の下で働くくらいなら、辞めるほうがましだ。,要在那种人手底下干活，还不如辞职。,,,[sound:JLPT_TangoN3_Word_1284.mp3],[sound:JLPT_TangoN3_Sentence_1284.mp3],11,5,気持ちを伝えよう,複雑な気持ち,万词对策N3::Chapter 11 気持ちを伝えよう::Section 5 複雑な気持ち
1285,涙,なみだ,涙[なみだ],眼泪,tear,名,家族を思い出して、ときどき涙が出る。,想起家人，我常常会流眼泪。,,,[sound:JLPT_TangoN3_Word_1285.mp3],[sound:JLPT_TangoN3_Sentence_1285.mp3],11,5,気持ちを伝えよう,複雑な気持ち,万词对策N3::Chapter 11 気持ちを伝えよう::Section 5 複雑な気持ち
1286,憎む,にくむ,憎[にく]む,恨，憎恶,to hate,动,彼を愛していたが、今は憎んでいる。,我曾经爱过他，但现在我恨他。,＋憎い hate / 恨，可恶,,[sound:JLPT_TangoN3_Word_1286.mp3],[sound:JLPT_TangoN3_Sentence_1286.mp3],11,5,気持ちを伝えよう,複雑な気持ち,万词对策N3::Chapter 11 気持ちを伝えよう::Section 5 複雑な気持ち
1287,カウンセリング〈する〉,カウンセリング,カウンセリング,咨询,counseling,名・动,カウンセリングを受けると、気持ちが楽になる。,接受心理咨询之后，心情会变得轻松。,,,[sound:JLPT_TangoN3_Word_1287.mp3],[sound:JLPT_TangoN3_Sentence_1287.mp3],11,5,気持ちを伝えよう,複雑な気持ち,万词对策N3::Chapter 11 気持ちを伝えよう::Section 5 複雑な気持ち
1288,模様,もよう,模[も]様[よう],花样，图案,"design, pattern, décor",名,今年は、どんな模様の服がはやりですか。,今年流行什么花样的衣服？,＋模樣替え changing the decor / 改造装修,,[sound:JLPT_TangoN3_Word_1288.mp3],[sound:JLPT_TangoN3_Sentence_1288.mp3],12,1,イメージを伝えよう,デザイン,万词对策N3::Chapter 12 イメージを伝えよう::Section 1 デザイン
1289,特徴,とくちょう,特[とく]徴[ちょう],特征,characteristic,名,彼女のデザインには、特徴がある。,她的设计很有特点。,＋特長 merit / 特长,,[sound:JLPT_TangoN3_Word_1289.mp3],[sound:JLPT_TangoN3_Sentence_1289.mp3],12,1,イメージを伝えよう,デザイン,万词对策N3::Chapter 12 イメージを伝えよう::Section 1 デザイン
1290,特色,とくしょく,特[とく]色[しょく],特色,"feature, characteristic",名,兄はいつも特色のない服装をしている。,哥哥总是穿一些没有特色的衣服。,,,[sound:JLPT_TangoN3_Word_1290.mp3],[sound:JLPT_TangoN3_Sentence_1290.mp3],12,1,イメージを伝えよう,デザイン,万词对策N3::Chapter 12 イメージを伝えよう::Section 1 デザイン
1291,柄,がら,柄[がら],花样，花纹,"pattern, design",名,このＴシャツは10種類の柄から選べます。,这款T恤有10种花样可选。,,,[sound:JLPT_TangoN3_Word_1291.mp3],[sound:JLPT_TangoN3_Sentence_1291.mp3],12,1,イメージを伝えよう,デザイン,万词对策N3::Chapter 12 イメージを伝えよう::Section 1 デザイン
1292,花柄,はながら,花[はな]柄[がら],花的图案,flower pattern,名,花柄のスカートがほしい。,我想要一条图案是花的裙子。,,,[sound:JLPT_TangoN3_Word_1292.mp3],[sound:JLPT_TangoN3_Sentence_1292.mp3],12,1,イメージを伝えよう,デザイン,万词对策N3::Chapter 12 イメージを伝えよう::Section 1 デザイン
1293,水玉,みずたま,水[みず]玉[たま],水珠,polka dot,名,この水玉のワンピースは、とてもかわいい。,这条波点裙非常可爱。,＝水玉模樣,,[sound:JLPT_TangoN3_Word_1293.mp3],[sound:JLPT_TangoN3_Sentence_1293.mp3],12,1,イメージを伝えよう,デザイン,万词对策N3::Chapter 12 イメージを伝えよう::Section 1 デザイン
1294,しま,しま,縞[しま],条纹，格纹,stripe,名,しまのシャツを着ると、やせて見える。,穿条纹衬衫显瘦。,＝しま模樣,,[sound:JLPT_TangoN3_Word_1294.mp3],[sound:JLPT_TangoN3_Sentence_1294.mp3],12,1,イメージを伝えよう,デザイン,万词对策N3::Chapter 12 イメージを伝えよう::Section 1 デザイン
1295,たて,たて,縦[たて],纵，竖,vertical,名,たての方向に線を書いてください。,请纵向画线。,"＋たてじま vertical stripe / 竖条纹 
＋たてがき vertical writing / 竖写",,[sound:JLPT_TangoN3_Word_1295.mp3],[sound:JLPT_TangoN3_Sentence_1295.mp3],12,1,イメージを伝えよう,デザイン,万词对策N3::Chapter 12 イメージを伝えよう::Section 1 デザイン
1296,横,よこ,横[よこ],横,horizontal,名,英語は横に書く。,英语要横着书写。,"＋横じま horizontal stripe / 横条纹
＋横書き horizontal writing / 横写",,[sound:JLPT_TangoN3_Word_1296.mp3],[sound:JLPT_TangoN3_Sentence_1296.mp3],12,1,イメージを伝えよう,デザイン,万词对策N3::Chapter 12 イメージを伝えよう::Section 1 デザイン
1297,ななめ,ななめ,斜[なな]め,斜,diagonal,名・ナ形,"このイラストは、ななめから見ると、おもしろい。（名）
絵がななめにかかっている。（ナ形）","这幅插画斜着看很有意思。
画斜着挂。",,,[sound:JLPT_TangoN3_Word_1297.mp3],[sound:JLPT_TangoN3_Sentence_1297.mp3],12,1,イメージを伝えよう,デザイン,万词对策N3::Chapter 12 イメージを伝えよう::Section 1 デザイン
1298,幅,はば,幅[はば],宽,width,名,このテーブルの幅は、90センチだ。,这张桌子宽90厘米。,,,[sound:JLPT_TangoN3_Word_1298.mp3],[sound:JLPT_TangoN3_Sentence_1298.mp3],12,1,イメージを伝えよう,デザイン,万词对策N3::Chapter 12 イメージを伝えよう::Section 1 デザイン
1299,ストライプ,ストライプ,ストライプ,条纹,stripe,名,細いストライプのＴシャツを買った。,我买了一件细条纹的T恤。,,,[sound:JLPT_TangoN3_Word_1299.mp3],[sound:JLPT_TangoN3_Sentence_1299.mp3],12,1,イメージを伝えよう,デザイン,万词对策N3::Chapter 12 イメージを伝えよう::Section 1 デザイン
1300,無地,むじ,無[む]地[じ],素色,plain,名,無地のシャツは、柄のスカートと合わせやすい。,素色衬衫跟有花样的裙子很好搭配。,,,[sound:JLPT_TangoN3_Word_1300.mp3],[sound:JLPT_TangoN3_Sentence_1300.mp3],12,1,イメージを伝えよう,デザイン,万词对策N3::Chapter 12 イメージを伝えよう::Section 1 デザイン
1301,シンプルな,シンプル,シンプルな,简单，朴素,simple,ナ形,今日はシンプルなファッションで出かけよう。,今天我打算穿一身简约的衣服出门。,,,[sound:JLPT_TangoN3_Word_1301.mp3],[sound:JLPT_TangoN3_Sentence_1301.mp3],12,1,イメージを伝えよう,デザイン,万词对策N3::Chapter 12 イメージを伝えよう::Section 1 デザイン
1302,真っ赤な,まっか,真[ま]っ赤[か]な,鲜红,completely red,ナ形,真っ赤な服を着て、パーティーに行った。,我穿着鲜红的衣服去参加聚会了。,"＋真っ白な completely white / 纯白
＋真っ青な completely blue / 深蓝
＋真っ黒な completely black / 漆黑","""真っ""接名词或形容词,表示强调程度之彻底。",[sound:JLPT_TangoN3_Word_1302.mp3],[sound:JLPT_TangoN3_Sentence_1302.mp3],12,1,イメージを伝えよう,デザイン,万词对策N3::Chapter 12 イメージを伝えよう::Section 1 デザイン
1303,ばらばらな,ばらばら,ばらばらな,零乱,"separate, scattered",ナ形,このシャツのボタンは、色もデザインもばらばらだ。,这件衬衫的纽扣，无论颜色还是设计都零乱不一。,,,[sound:JLPT_TangoN3_Word_1303.mp3],[sound:JLPT_TangoN3_Sentence_1303.mp3],12,1,イメージを伝えよう,デザイン,万词对策N3::Chapter 12 イメージを伝えよう::Section 1 デザイン
1304,すっきり［と］〈する〉,すっきり,すっきり［と］,舒畅；整洁,"simple, neat",副・动,彼のスーツは細めで、すっきりしている。,他的西装比较收身，干净利落。,,,[sound:JLPT_TangoN3_Word_1304.mp3],[sound:JLPT_TangoN3_Sentence_1304.mp3],12,1,イメージを伝えよう,デザイン,万词对策N3::Chapter 12 イメージを伝えよう::Section 1 デザイン
1305,素敵な,すてき,素[す]敵[てき]な,帅，漂亮,"wonderful, beautiful",ナ形,このスカーフは、とても素敵です。,这条围巾非常漂亮。,,,[sound:JLPT_TangoN3_Word_1305.mp3],[sound:JLPT_TangoN3_Sentence_1305.mp3],12,1,イメージを伝えよう,デザイン,万词对策N3::Chapter 12 イメージを伝えよう::Section 1 デザイン
1306,印象,いんしょう,印[いん]象[しょう],印象,impression,名,彼に初めて会ったとき、あまり印象がよくなかった。,第一次见到他的时候，我对他的印象不太好。,"＋第一印象 first impression / 第一印象
＋好印象 good impression / 好印象
＋印象的な impressive / 印象深刻",,[sound:JLPT_TangoN3_Word_1306.mp3],[sound:JLPT_TangoN3_Sentence_1306.mp3],12,2,イメージを伝えよう,人のイメージ,万词对策N3::Chapter 12 イメージを伝えよう::Section 2 人のイメージ
1307,外見,がいけん,外[がい]見[けん],外表,"appearance, outer look",名,彼は外見はいいが、性格に問題がありそうだ。,他外表不错，但似乎性格上有问题。,,,[sound:JLPT_TangoN3_Word_1307.mp3],[sound:JLPT_TangoN3_Sentence_1307.mp3],12,2,イメージを伝えよう,人のイメージ,万词对策N3::Chapter 12 イメージを伝えよう::Section 2 人のイメージ
1308,様子,ようす,様[よう]子[す],样子，神情,"situation, condition",名,彼女は疲れた様子を、だれにも見せない。,她不让任何人看到她疲惫的样子。,,,[sound:JLPT_TangoN3_Word_1308.mp3],[sound:JLPT_TangoN3_Sentence_1308.mp3],12,2,イメージを伝えよう,人のイメージ,万词对策N3::Chapter 12 イメージを伝えよう::Section 2 人のイメージ
1309,表情,ひょうじょう,表[ひょう]情[じょう],表情,expression,名,あの子は表情が豊かだ。,那孩子的表情很丰富。,,,[sound:JLPT_TangoN3_Word_1309.mp3],[sound:JLPT_TangoN3_Sentence_1309.mp3],12,2,イメージを伝えよう,人のイメージ,万词对策N3::Chapter 12 イメージを伝えよう::Section 2 人のイメージ
1310,姿,すがた,姿[すがた],样子；穿着；身影；面貌,"shape, figure",名,今日、田中さんの姿を見ていない。,今天我没看到田中。,"＋うしろ姿 appearance from behind / 背影
＋着物姿(和服姿) (appearance) wearing a kimono / 穿和服的样子",,[sound:JLPT_TangoN3_Word_1310.mp3],[sound:JLPT_TangoN3_Sentence_1310.mp3],12,2,イメージを伝えよう,人のイメージ,万词对策N3::Chapter 12 イメージを伝えよう::Section 2 人のイメージ
1311,雰囲気,ふんいき,雰[ふん]囲[い]気[き],气氛,atmosphere,名,彼には特別な雰囲気がある。,他身上有一种特别的气质。,,,[sound:JLPT_TangoN3_Word_1311.mp3],[sound:JLPT_TangoN3_Sentence_1311.mp3],12,2,イメージを伝えよう,人のイメージ,万词对策N3::Chapter 12 イメージを伝えよう::Section 2 人のイメージ
